HERBACEOUS	ER0BEY1SHAH0S
BENTE	BEH1NT
GOODA(1)	GUW1DAH0
GEBHART	GEH1BHHAA0RT
HERBIVOROUS(1)	ER0BIH1VAO2RAH0S
EVENSKY	IY2VEH1NSKIY0
ARCTURUS	AA2RKTUH1RAH0S
DRUCKER	DRAH1KER0
FOP	FAO1P
OLD-SCHOOL	OW2LDSKUW1L
PENNED	PEH1ND
MOMA	MOW1MAH0
UNZICKER	AO1NZIH0KER0
MERCHANTS	MER1CHAH0NTS
HITSMAN	HHIH1TSMAH0N
CUSTOMER'S	KAH1STAH0MER0Z
SINTON	SIH1NTAH0N
MIRICK	MIH1RIH0K
BALINSKI	BAH0LIH1NSKIY0
NEUE	NUW1IY0
DIC	DIH1K
CORWIN	KAO1RWIH2N
BORUFF	BAO1RAH0F
OFFICIAL'S	AH0FIH1SHAH0LZ
ROSWALD	RAA1SWAH0LD
DATSUN'S(1)	DAA1TSAH0NZ
LONGEST(1)	LAO1NGGIH0ST
CHUCK'S	CHAH1KS
FRASER	FREY1ZER0
ISOMERS	AY1SAH0MER0Z
LOAD	LOW1D
SETHI	SEH1THIY0
VELMA	VEH1LMAH0
AISLING	EY1SLIH0NG
BOYD	BOY1D
LIMPED	LIH1MPT
FRONTIER	FRAH0NTIH1R
GERSTMAN	GER1STMAH0N
ARROW'S(1)	EH1ROW0Z
SOBEY	SOW1BIY0
PRUGH	PRUW1
SPRINGER	SPRIH1NGER0
STOCKHOLM'S	STAA1KHHOW2LMZ
MINJARES	MIY0NYAA1REH0S
NAMBY-PAMBY	NAE1MBIY0PAE1MBIY0
DIFFICULTY	DIH1FAH0KAH0LTIY0
HEGWOOD	HHEH1GWUH2D
RECITATIONS	REH2SIH0TEY1SHAH0NZ
LESLIE	LEH1SLIY0
DESPICABLE	DIH0SPIH1KAH0BAH0L
XHOSA	ZOW1SHAH0
CIANCI	CHAO1NCHIY0
HAGAR(1)	HHEY1GER0
RETROVIR	REH1TROW0VIH2R
SADLON	SAE1DLAH0N
VIRAG	VIH1RAH0G
BILKA	BIH1LKAH0
CHISENHALL	CHIH0SEH1NHHAH0L
HUDKINS	HHAH1DKIH0NZ
LOOKS	LUH1KS
BRIGMAN	BRIH1GMAH0N
ANNULMENT	AE1NAH0LMAH0NT
MARHEFKA	MER0HHEH1FKAH0
RICHLAND(1)	RIH1CHLAE0N
KITSCH	KIH1CH
PERVERSITY	PER0VER1SAH0TIY0
GOBIN	GOW1BIH0N
D'ETATS	DEY2TAA1Z
LIGHTHALL	LAY1THHAO2L
NERLICH	NER1LIH0K
GENRAD	JHEH1NRAE0D
DERANGE	DIH0REY1NJH
DURWARD	DER1WER0D
MASTERBATES	MAE1STER0BEY2TS
BRECHBILL	BREH1KBAH0L
DAISHOWA	DEY2SHAW1AH0
ABNORMALLY	AE0BNAO1RMAH0LIY0
HOLZHEIMER	HHOW1LZHHAY0MER0
GREIS	GRIY1Z
EQUINOX	IY1KWAH0NAA2KS
KOVACK	KAA1VAH0K
VANITY	VAE1NAH0TIY0
MAURINE	MAO0RIY1NIY0
AMILIA	AA0MIY1LIY0AH0
BRANDIS	BRAE1NDIH0S
DUETS	DUW0EH1TS
INTROVERTED	IH1NTROW0VER2TIH0D
HOYVALD	HHOY1VAH0LD
OVERBY	OW1VER0BIY0
DETERMINES	DAH0TER1MAH0NZ
LATERZA	LAA0TEH1RZAH0
SEGMENTATION	SEH2GMAH0NTEY1SHAH0N
BULWINKLE	BUH1LWIH2NGKAH0L
TACKLING(1)	TAE1KAH0LIH0NG
OVERSUPPLY	OW2VER0SAH0PLAY1
SIMPLESSE	SIH0MPLEH1S
SCHWERDLOFF	SHWER1DLAO0F
MATERNITY	MAH0TER1NIH0TIY0
PIPETEC	PAY1PTEH2K
RELI	REH1LIY0
DWIGHT	DWAY1T
GUIER	GAY1ER0
EHLER	EH1LER0
STALKS	STAO1KS
ECOLOGISTS(1)	IY0KAA1LAH0JHIH0STS
ANTHROPOLOGICAL	AE2NTHRAH0PAH0LAA1JHAH0KAH0L
EARNED	ER1ND
TURCOTTE'S	TER0KAO1TS
URE	YUW1R
BOCH	BAA1K
EFFECT(1)	IY1FEH0KT
BUSINESS'(1)	BIH1ZNAH0S
CANINO	KAA0NIY1NOW0
AHLEN	AH0LEY1N
KASBROL	KAE1ZBRAO0L
PEERS	PIH1RZ
BOZE	BOW1Z
IKLE	IH1KAH0L
UNHELPFUL	AH0NHHEH1LPFAH0L
PELAGIAN	PIH0LEY1JHIY0AH0N
VIVIANO	VIY2VIY0AA1NOW0
SUBASSEMBLIES	SAH2BAH0SEH1MBLIY0Z
DELMASTRO	DEH2LMAE1STROW0
MANIFOLD	MAE1NAH0FOW2LD
CASERA	KAH0SEH1RAH0
POLICYMAKER	PAA1LAH0SIY0MEY2KER0
CALL	KAO1L
RUTHER	RUW1THER0
RATCHFORD	RAE1CHFER0D
DISAPPOINTS	DIH2SAH0POY1NTS
PETZINGER	PEH1TSIH2NGER0
HARTFIELD	HHAA1RTFIY2LD
CONVENT	KAA1NVAH0NT
WHARFF(1)	HHWAA1RF
JUNIATA	YUW0NIY0AA1TAH0
SULLO	SUW1LOW0
SHARA	SHAA1RAH0
CONTURA	KAA2NTUH1RAH0
OVEN	AH1VAH0N
ELECTRICALLY	IH0LEH1KTRIH0KAH0LIY0
HASIDIC(1)	HHAH0SIY1DIH0K
PFENNIGS	FEH1NIH0GZ
JUGS	JHAH1GZ
MISAPPROPRIATED	MIH2SAH0PROW1PRIY0EY2TIH0D
COURAGEOUS	KER0EY1JHAH0S
DECEASE	DIH0SIY1S
WALDRON	WAO1LDRAH0N
MASCARENAS(1)	MAE2KAH0RIY1NAH0Z
MORK	MAO1RK
ECLIPSED	IH0KLIH1PST
TUESDAY	TUW1ZDIY0
O'KEEFFE	OW0KIY1F
FOG	FAA1G
WHALES(1)	HHWEY1LZ
WAYWARD	WEY1WER0D
OBSCENITY	AH0BSEH1NIH0TIY0
PRUNER	PRUW1NER0
HUNTSVILLE	HHAH1NTSVIH0L
WALLY'S	WAO1LIY0Z
TILTING	TIH1LTIH0NG
HAINLINE	HHEY1NLAY2N
GIRLFRIEND'S	GER1LFREH2NDZ
JONATHON	JHAA1NAH0THAH0N
MARADONA	MAA2RAH0DOW1NAH2
SPINNERS	SPIH1NER0Z
CREEPS	KRIY1PS
SHUART	SHUW1ER0T
ROSARY	ROW1ZER0IY0
BOTTENFIELD	BAH0TEH1NFIY0LD
NIELD	NIY1LD
RECOVERED	RAH0KAH1VER0D
FEND	FEH1ND
WIKIS	WIH1KIY2Z
CRITCHER	KRIH1CHER0
NIFTY	NIH1FTIY0
FREE	FRIY1
DANDURAND	DAE1NDER0AH0ND
MIOT	MAY1AH0T
FEDEROV	FEH1DER0AO2V
GROEP	GROW1P
BLANKENBAKER	BLAE1NGKAH0NBEY2KER0
STANBERRY	STAE1NBEH2RIY0
MCDONOUGH	MAH0KDAH1NAH0
RETHOUGHT	RIY0THAO1T
BRANDAU	BRAE1NDAW0
CONTUSIONS	KAH0NTUW1ZHAH0NZ
GOVERNALE	GAH1VER0NEY2L
TOPEKA'S	TAH0PIY1KAA0Z
PUZZO	PUW1ZOW0
COMPLEXIONS	KAH0MPLEH1KSHAH0NZ
URALS	YUH1RAH0LZ
HAUSCHILDT	HHAW1SHIH0LT
JUDICIARY	JHUW0DIH1SHIY0EH2RIY0
INDUSTRIALIZE	IH2NDAH1STRIY0AH0LAY2Z
BABY-SITTER	BEY1BIY0SIH2TER0
DOWD	DAW1D
CURRIED	KER1IY0D
CUDAHY	KAH1DAH0HHIY0
BIPHENYLS	BIH1FAH0NAH0LZ
BRONZES(1)	BRAA1NZIH0Z
ZANDT	ZAE1NT
COMPTROLLER	KAH0MTROW1LER0
GITCHELL	JHIH1CHAH0L
MOFFITT	MAA1FIH0T
PACIFIC'S	PAH0SIH1FIH0KS
RATIONAL(1)	RAE1SHNAH0L
BAZAAR	BAH0ZAA1R
PREVENTABLE(1)	PRIY0VEH1NTAH0BAH0L
MINITEL	MIH1NAH0TEH2L
MAILLET	MEH0LEH1T
DIMINO	DIH0MIY1NOW2
MORTIS	MAO1RTIH0S
REDDEST	REH1DIH0ST
WEIDNER	WAY1DNER0
MILHOLLIN	MIH0LHHAA1LIH0N
ACTIGALL	AE1KTIH0GAO0L
REGARD(1)	RIH0GAA1RD
UNWELL	AH0NWEH1L
SQUABBLES	SKWAA1BAH0LZ
ATLANTIS'	AE0TLAE1NTIH0S
HELT	HHEH1LT
CERVENY	CHER0VIY1NIY0
ASPIRANTS(3)	AH0SPAY1RAH0NS
STANBACK	STAE1NBAE2K
VINYL	VAY1NAH0L
FESLER	FEH1SAH0LER0
AIS	AY1Z
LULLS	LAH1LZ
ROBUCK	ROW1BAH0K
GYROPILOT	JHAY1ROW0PAY2LAH0T
MCNAUGHT	MAH0KNAO1T
JAE'S	JHEY1Z
KITZMAN	KIH1TSMAH0N
CUMULATIVE	KYUW1MYAH0LAH0TIH0V
UNALIENABLE	AH0NEY1LIY0EH2NAH0BAH0L
BELNICK	BEH1LNIH0K
ICING	AY1SIH0NG
COSE	KOW1Z
CRACKDOWN	KRAE1KDAW2N
KOMP	KAA1MP
MEDEROS	MEH1DER0OW0Z
TABLET	TAE1BLAH0T
FIREARMS(1)	FAY1RAA2RMZ
THRIFTS'	THRIH1FTS
BEATIFY	BIY0AE1TAH0FAY2
SHEEPS	SHIY1PS
SUNDER	SAH1NDER0
MORRISSEY	MAO1RIH0SIY0
C4	SIY1FAO1R
MEGHAN	MEH1GAH0N
FURASH	FYER0AE1SH
BRANSON	BRAE1NSAH0N
SUBCOMPACTS	SAH0BKAA1MPAE0KTS
DOCUMENTA	DAA2KYUW0MEH1NTAH0
KOZLOSKI	KAH0ZLAW1SKIY0
WATLING	WAO1TAH0LIH0NG
MCCONNEL'S	MAH0KAA1NAH0LZ
JOULWAN	JHUW1LWAA0N
ST_LAURENT	SEY1NTLAO1RAH0NT
VANDERHEYDEN	VAE1NDER0HHEY0DAH0N
KOSYGIN(1)	KOW1SIY0GIH0N
NON-PUBLIC	NAA0NPAH1BLIH0K
BUGLING	BYUW1GAH0LIH0NG
UNITEK	YUW1NIH0TEH2K
JAUNTS	JHAO1NTS
SHUNTING	SHAH1NTIH0NG
PEANUT(1)	PIY1NAH2T
PERSONALIZE	PER1SAH0NAH0LAY2Z
SWIFTLY	SWIH1FTLIY0
WASHINGTON'S(1)	WAO1SHIH0NGTAH0NZ
BERGAN	BER1GAH0N
TRADED	TREY1DIH0D
NITROSAMINES	NIH0TRAA2SAH0MIY1NZ
SOLIDS	SAA1LAH0DZ
MOREEN	MAO0RIY1N
PROPERTIES'	PROW1PER0TIY0Z
TELMEX	TEH1LMEH2KS
FLEISS	FLAY1SH
MAJOR	MEY1JHER0
PICASSO	PIH0KAA1SOW0
ARTISTS	AA1RTIH0STS
EMBARGOED	IH0MBAA1RGOW0D
FELLA	FEH1LAH0
CONCURRING	KAH0NKER1IH0NG
DAYLE	DEY1L
BIERLEY	BIH1RLIY0
WORTHEY	WER1DHIY0
MAIDS'	MEY1DZ
CLEVITE'S	KLEH0VAY1TS
RECEDE	RIH0SIY1D
VITTORIO	VIY0TAO1RIY0OW0
INGENUITY	IH2NJHAH0NUW1AH0TIY2
NEUWIRTH	NUW1WER0TH
TUNIC	TUW1NIH0K
BARNHARDT	BAA1RNHHAA2RT
WEHUNT	WEH1HHAH0NT
GIBLET	JHIH1BLAH0T
CECILE	SIH0SIY1L
HOGLAND	HHAA1GLAH0ND
FERRER	FEH1RER0
INTERTRANS	IH1NTER0TRAE2NZ
PRZYBYLA	PER2ZAH0BIH1LAH0
BLOATING	BLOW1TIH0NG
MINARETS	MIH2NER0EH1TS
REDFISH	REH1DFIH2SH
HACKER	HHAE1KER0
PRETENDING	PRIY0TEH1NDIH0NG
CORINA	KAO2RIY1NAH0
NAINA	NAY1NAA0
MITCHEM	MIH1CHIH0M
HUGHART(2)	YUW1AA2RT
LYERLA	LAY2ER1LAH0
HARPEL	HHAA0RPEH1L
MUTUALISM	MYUW1CHUW0AH2LIH2ZAH0M
CREVICES	KREH1VAH0SIH0Z
CAESAR'S	SIY1ZER0Z
POSSESSES	PAH0ZEH1SAH0Z
FORESIGHT	FAO1RSAY2T
WESLEYAN	WEH1ZLIY0AH0N
ZUBOFF	ZUW1BAO0F
ASSASSINS	AH0SAE1SAH0NZ
SLOVONIA	SLAH0VOW1NIY0AH0
SOCCER	SAA1KER0
ACRONYM	AE1KRAH0NIH0M
PINDARIC	PIH0NDAE1RIH0K
YUM	YAH1M
POPULATING	PAA1PYAH0LEY2TIH0NG
TAPS	TAE1PS
VOIDED	VOY1DIH0D
JOINING	JHOY1NIH0NG
PATCHETT	PAE1CHIH0T
ANTILLA	AA0NTIH1LAH0
MARONI	MAA0ROW1NIY0
SPATZ	SPAE1TS
OGONI	OW0GOW1NIY0
CONTANT	KAA1NTAH0NT
MILLIRON	MIH1LER0AH0N
DESTABILIZATION	DIY0STEY2BAH0LAH0ZEY1SHAH0N
SMOKELESS	SMOW1KLAH0S
REANALYZES	RIY0AE1NAH0LAY2ZAH0Z
MIDDLE-CLASS	MIH1DAH0LKLAE1S
EUROBONDS	YUW1ROW0BAA2NDZ
ROHLOFF	ROW1LAO0F
HAUTALA	HHAO1TAH0LAH0
BUSEY	BYUW1ZIY0
KOVALCHIK	KAH0VAA1LHHIH0K
MARTING	MAA1RTIH0NG
UNCOMPENSATE	AH0NKAA1MPAH0NSEY2T
KITHCART	KIH1THKAA2RT
AIRING	EH1RIH0NG
ROSENSTIEL	ROW1ZAH0NSTIY2L
SANKYO	SAE1NGKYOW0
FROBERG	FROW1BER0G
VIGUS	VAY1GAH0S
ZAUNER	ZAO1NER0
ABRAM'S	EY1BRAH0MZ
EWING'S	YUW1IH0NGZ
LITHERLAND	LIH1THER0LAH0ND
MARBURY	MAA1RBEH2RIY0
DIAMAGNETISM	DAY2AH0MAE1GNIH0TIH2ZAH0M
VALIA	VAE1LYAH0
HEGNA	HHEH1GNAH0
JANUARY'S	JHAE1NYUW0EH2RIY0Z
PLANKTON	PLAE1NGKTAH0N
PASTS	PAE1STS
EASTERN-WEST	IY1STER0NWEH1ST
STELLARTON	STEH1LER0TAH0N
EXCRETE	IH0KSKRIY1T
SANTINO	SAA0NTIY1NOW0
LAPIANA	LAA0PIY0AE1NAH0
REFUELED	RIY0FYUW1AH0LD
REINKE	REY1NGK
ARBITER	AA1RBIH0TER0
VEILLEUX	VAH0LOW1
SAVINGS	SEY1VIH0NGZ
COVERAGES	KAH1VER0AH0JHIH0Z
LUCIANI	LUW1CHAH0NIY0
HOWDYSHELL	HHAW1DIH0SHEH0L
TIANO	TIY0AA1NOW0
SHAKER	SHEY1KER0
HARRIGAN	HHEH1RIH0GAH0N
PATUXETS	PAH0TAH1KSAH0TS
SEMIPRECIOUS	SEH2MIY0PREH1SHAH0S
DIDI	DIY1DIY0
WORSLEY	WER1SLIY0
WEDDINGTON	WEH1DIH0NGTAH0N
RYSAVY	RIH0SAA1VIY0
REINCKE	RAY1NGKIY0
BRUSQUE	BRAH1SK
MAGNIFICATION	MAE2GNAH0FAH0KEY1SHAH0N
CURATOR'S	KYUH0REY1TER0Z
INFANTICIDE	IH2NFAE1NTAH0SAY2D
KURDISTAN	KER1DIH0STAE2N
WIG	WIH1G
DISREPUTABLE	DIH0SREH1PYAH0TAH0BAH0L
RINNE	RIH1N
BALER	BEY1LER0
CONTEMPO	KAA2NTEH1MPOW0
BALLPOINTS	BAO1LPOY0NTS
PRIVILEGED	PRIH1VIH0LIH0JHD
CALLOW	KAE1LOW0
HIERARCHIES	HHAY1RAA2RKIY0Z
BOUNCY	BAW1NSIY0
RECONDITIONED	RIY2KAH0NDIH1SHAH0ND
SUMRELL	SUW0MREY1L
SISTERS-IN-LAW	SIH1STER0ZIH0NLAO2
FEATURE	FIY1CHER0
UNREGULATED	AH0NREH1GYAH0LEY2TIH0D
MCCANN'S	MAH0KAE1NZ
MCAFFEE	MAE1KAH0FIY0
SHALLOWNESS	SHAE1LOW0NAH0S
NEWILL	NIY0WIH1L
OVERSOLD	OW1VER0SOW1LD
UNMERCIFUL	AH0NMER1SIH0FAH0L
ISENTROPIC	AY2ZAH0NTRAA1PAH0K
SURREALISM	SER0IY1LIH0ZAH0M
NICKLEBY	NIH1KAH0LBIY0
DEE'S	DIY1Z
NICHOLS'S	NIH1KAH0LZIH0Z
LANDRY'S	LAE1NDRIY0Z
THICKETS	THIH1KAH0TS
HORMONE	HHAO1RMOW2N
WORSHAM	WER1SHAH0M
EVEN	IY1VIH0N
WEEKLEY	WIY1KLIY0
DRAVES	DREY1VZ
RESULTING(1)	RIY0ZAH1LTIH0NG
REJECTS(2)	RIH0JHEH1KS
MONROVIA	MAA2NROW1VIY0AH0
AMARILLO'S	AE2MER0IH1LOW0Z
TRANSCANADA	TRAE2NZKAE1NAH0TAH0
ERTHA	ER1DHAH0
FUGARD	FYUW1GAA2RD
STOKE	STOW1K
LEVIEN	LEH1VIY0AH0N
BOZEK	BOW1ZEH0K
DEONTOLOGICAL	DIY2AA0NTAH0LAA1JHIH0KAH0L
ASKEY	AH0SKIY1
VERLAG	VER1LAE0G
MALAWI	MAH0LAA1WIY0
CREAM	KRIY1M
RIB	RIH1B
FACTO	FAE1KTOW0
KASSAB	KAE1SAH0B
FULMORE	FUH1LMAO0R
MUSCH	MAH1SH
FERRANDO	FEH2RAE1NDOW0
NIEZGODA	NIY0ZGOW1DAH0
HUSTLE	HHAH1SAH0L
LISTENER(1)	LIH1SNER0
PARTNERSHIP'S	PAA1RTNER0SHIH2PS
ELECTRONIC	IH2LEH2KTRAA1NIH0K
SEMINARIO	SEH2MIH0NEH1RIY0OW0
ZIL	ZIH1L
LAKEY	LEY1KIY0
RETAINS(1)	RIY0TEY1NZ
UNIMPAIRED	AH2NIH0MPEH1RD
SUITABLE	SUW1TAH0BAH0L
LAYAWAY	LEY1AH0WEY2
UNDERTAKEN	AH1NDER0TEY2KAH0N
NASDAQ'S	NAE1ZDAE0KS
GALLEY	GAE1LIY0
LUCY'S	LUW1SIY0Z
MCDAVID	MAH0KDEY1VAH0D
AIX-EN-PROVENCE	EY1KSAA0NPRAH0VAO1NS
POSTURING	PAA1SCHER0IH0NG
SURREALISMS	SER0IY1LIH0ZAH0MZ
ASKER'S	AE1SKER0Z
DEBUHR	DEH1BUH0R
IRAQI'S(2)	AY2RAE1KIY0Z
BOARDINGPASS	BAO1RDIH0NGPAE2S
MAERTENS	MEH1RTAH0NZ
KLEVEN	KLIY1VAH0N
DECIDING	DIH2SAY1DIH0NG
CAPCHA	KAA1PCHAH0
VOLKOGONOV	VOW0LKAO1GAH0NAO2V
DIAL(1)	DAY1L
FINANCED(1)	FAY1NAE2NST
PIASCIK	PIY1AH0SCHIH0K
WE'LL	WIY1L
SIGNOR	SIY1NYAO0R
EXHAUSTS	IH0GZAO1STS
WHITENING(1)	WAY1TNIH0NG
STRUGGLE'S	STRAH1GAH0LZ
PRECANCEROUS	PRIY0KAE1NSER0AH0S
ROCHLIN	RAA1KLIH0N
POLYHEDRONS	PAA2LIY2HHIY1DRAH0NZ
SIGHED	SAY1D
ULTRAMODERN	AH2LTRAH0MAA1DER0N
RITENOUR	RIH1TAH0NAW0R
SWEAT	SWEH1T
AGRARIANISM	AH0GREH1RIY0AH0NIH2ZAH0M
BETAR	BEH1TAA0R
SPASMODIC	SPAE0ZMAO1DIH0K
KOALA	KOW0AA1LAH0
CHOCOLATES	CHAO1KLAH0TS
TICKETMASTER'S	TIH1KAH0TMAE2STER0Z
WEDNESDAY(1)	WEH1NZDEY2
MEN'S	MEH1NZ
BJORN	BYAO1RN
MARCHETTI	MAA0RKEH1TIY0
LOUANNE	LUW0AE1N
PRINCE'S	PRIH1NSIH0Z
DERVISH	DER1VIH0SH
COUSAR	KUW0SAA1R
SPAS	SPAA1Z
NANDO	NAE1NDOW0
GORAN	GAO1RAH0N
CRACKDOWNS	KRAE1KDAW2NZ
LEVY'S	LEH1VIY0Z
D'ESCOTO	DEH0SKOW1TOW0
ISOMORPHISM	AY2SAH0MAO1RFIH0ZAH0M
CARILLA	KAA0RIH1LAA0
NEGLECTING	NIH0GLEH1KTIH0NG
INVULNERABLE	IH2NVAH1LNER0AH0BAH0L
MOHASCO	MOW0HHAE1SKOW0
KUGLER(1)	KUW1GLER0
ENVIRONMENT'S	IH0NVAY1RAH0NMAH0NTS
CANNIZZARO	KAA0NIY0TSAA1ROW0
COMMUNICATIVE	KAH0MYUW1NAH0KAH0TIH0V
COAUTHORS	KOW1AA1THER0Z
COMPTON'S	KAA1MPTAH0NZ
JOSCELYN	JHAA1SIH0LIH0N
MARINELAND	MER0IY1NLAH0ND
CLAYMATION	KLEY1MEY2SHAH0N
UNBRANDED	AH0NBRAE1NDIH0D
UNEXPLAINED	AH2NIH0KSPLEY1ND
FIBONACCI	FIH2BAH0NAA1CHIY0
WRONA	ROW1NAH0
DISTILLATE(1)	DIH1STAH0LAH0T
HAEGELE	HHEH1GAH0L
HASSING	HHAE1SIH0NG
SEIPP	SIY1P
PHILANTHROPIST	FAH0LAE1NTHRAH0PAH0ST
SHEER	SHIH1R
SWAFFORD	SWAA1FER0D
GAMUT	GAE1MAH0T
BOOKSHELF	BUH1KSHEH2LF
AKHTAR	AE1KTER0
CARLY	KAA1RLIY0
LUNGER	LAH1NGER0
KRETSCHMER	KREH1CHMER0
REVERBERATE(1)	RIH0VER1BER0EY0T
WALGREEN	WAO1LGRIY2N
EADE	IY1D
MODESTA	MOW0DEH1STAH0
HOBACK	HHOW1BAE2K
TROOP	TRUW1P
RATZINGER	RAE1TSIH2NGER0
BLUESY	BLUW1ZIY0
CLAYCOMB	KLEY1KAH0M
PIC-A-PASTA	PIH1KAH0PAA1STAH0
UNRECORDED	AH2NRIH0KAO1RDIH0D
MALICKI	MAH0LIH1KIY0
ROLLED	ROW1LD
CIRRHOSIS	SER0OW1SAH0S
SPENDS(1)	SPEH1NZ
GEO	JHIY1OW0
SEIGE	SIY1JH
CEA(1)	SIY1AH0
COMPACT	KAA1MPAE0KT
OFTENTIMES	AO1FTAH0NTAY2MZ
DISPLACE	DIH0SPLEY1S
BREWERS'	BRUW1ER0Z
DECLINING	DIH0KLAY1NIH0NG
BANGER	BAE1NGER0
FOMENTED	FOW1MEH0NTIH0D
DENATIONALIZATION	DIY2NAE2SHAH0NAH0LIH0ZEY1SHAH0N
CHETWIN	CHEH1TWIH0N
LINDOW	LIH1NDOW0
DEADLIER	DEH1DLIY0ER0
TENZER	TEH1NZER0
SPEYER	SPEY1ER0
ISSUABLE	IH1SHUW0AH0BAH0L
PANTALOON	PAE1NTAH0LUW2N
POOLE	PUW1L
NONNUCLEAR	NAA1NUW1KLIY2ER0
DONG	DAO1NG
SUBPRINCIPALS	SAH0BPRIH1NSAH0PAH0LZ
CROPPER	KRAA1PER0
ZWICKER	ZWIH1KER0
NONWHITES	NAA1NWAY1TS
EMBELLISHING	EH0MBEH1LIH0SHIH0NG
STERNPOSTS	STER1NPOW2STS
FREIGHTWAYS	FREY1TWEY2Z
WRYNESS	RAY1NAH0S
ELTZROTH	EH1LTSRAO0TH
BEZEK	BEH1ZEH0K
FRIESS	FRIY1S
ATROPHY	AE1TRAH0FIY0
OVERDOES	OW2VER0DAH1Z
ENJOYMENT	EH2NJHOY1MAH0NT
MALICE	MAE1LAH0S
REMO	REH1MOW0
ABOMINATIONS	AH0BAA2MAH0NEY1SHAH0NZ
HOFLAND	HHAA1FLAH0ND
KRONER	KROW1NER0
BEACHFRONT	BIY1CHFRAA0NT
SZE	SHIY1
TSURUMI	TSUW0RUW1MIY0
SWINDELL	SWIH1NDAH0L
GORR	GAO1R
SOONERS	SUW1NER0Z
FREDE	FRIY1D
RIPPER	RIH1PER0
CHINESE	CHAY0NIY1Z
PARRIOTT	PAE1RIY0AH0T
PATTED	PAE1TAH0D
BLEICH	BLAY1K
WESLER(1)	WEH1SLER0
GORELICK	GAO1RIH0LIH0K
NATIONALS	NAE1SHAH0NAH0LZ
RUBECK	RUW1BEH2K
NONDURABLE	NAA0NDUH1RAH0BAH0L
APOLLINIAN	AE2PAH0LIH1NIY0AH0N
SOURCEBOOK	SAO1RSBUH2K
PREOCCUPATIONS	PRIY0AA2KYAH0PEY1SHAH0NZ
CYBERSPACE	SAY1BER0SPEY2S
DILLINGHAM	DIH1LIH0NGHHAE2M
HAFEMAN	HHEY1FMAH0N
NAISH	NAA1IH0SH
SPAHN	SPAA1N
GOETTING	GOW1TIH0NG
KNACKSTEDT	NAE1KSTIH0T
MAGNIFIERS	MAE1GNAH0FAY2ER0Z
KUNSELMAN	KAH1NSAH0LMAH0N
RACE'S	REY1SIH0Z
PAVLICA	PAE1VLIH0KAH0
BOUQUET	BUW0KEY1
BENJA	BEH1NJHAH0
PUSILLANIMOUS	PYUW0SAH0LAE1NAH0MAH0S
THORNBURGH	THAO1RNBER0G
DURABLES	DUH1RAH0BAH0LZ
COMPOUND	KAA1MPAW0ND
ROTEN	ROW1TAH0N
GUAM'S	GWAA1MZ
TASHIN	TAE1SHIH0N
REVIGLIO	RAH0VIH1GLIY0OW0
MANKINS	MAE1NGKIH0NZ
PINKSTON	PIH1NGKSTAH0N
FAC	FAE1K
SPEAK-EASY	SPIY1KIY2ZIY2
BOYAR	BOW0YAA1R
GOELLER	GOW1LER0
LENKER	LEH1NGKER0
KEHRES	KEH1RZ
CHOPER	CHOW1PER0
SEMIOTIC	SEH2MIY0AA1TIH0K
LUXOTTICA	LAH2KSOW0TIY1KAH0
UNAMORTIZED	AH0NAE1MER0TAY2ZD
CUTICLE(1)	KYUW1TIH0KAH0L
RE-ENTERED	RIY2EH1NTER0D
VINTON	VIH1NTAH0N
RECONVENED	RIY0KAH0NVIY1ND
PIKER	PAY1KER0
BAAB	BAA1B
PRECAUTIONARY	PRIH0KAO1SHAH0NEH0RIY0
BIOLOGISTS	BAY0AA1LAH0JHIH0STS
OLDSTERS	OW1LDSTER0Z
FRANKL	FRAE1NGKAH0L
FALSELY	FAO1LSLIY0
DELAGRANGE	DEH0LAA1GRAA0NJH
TSEMEL	TSEH1MAH0L
SOPRANO(1)	SAH0PRAE1NOW0
GATCHELL	GAE1CHAH0L
MAGMA	MAE1GMAH0
PANTRY	PAE1NTRIY0
ARENDT	EH1RIH0NT
UPSTART	AH1PSTAA2RT
VERDE	VER1DIY0
SUBSTANTIVE	SAH1BSTAH0NTIH0V
FINANZIARIA	FIH0NAE2NZIY0EH1RIY0AH0
DATAQUEST'S(1)	DAE1TAH0KWEH2STS
SURROGATION	SER0AH0GEY1SHAH0N
SALVATION	SAE0LVEY1SHAH0N
FIFTY'S	FIH1FTIY0Z
SPRINT	SPRIH1NT
DETERMINATIVE	DIH0TER1MIH0NAH0TIH2V
WILLETS	WIH1LIH0TS
ROUSING	RAW1ZIH0NG
HERRICK	HHEH1RIH0K
HYPERION	HHAY0PIH1RIY0AH0N
PELTZ	PEH1LTS
SWORDPLAYS	SAO1RDPLEY2Z
ALONG	AH0LAO1NG
KIPFER	KIH1PFER0
FLORIAN	FLAO1RIY0AH0N
BOOKENDS	BUH1KEH2NDZ
PATZER	PEY1TZER0
BLUBAUGH	BLAH1BAO0
MYLAR	MAY1LAA2R
PALLADIUM	PAH0LEY1DIY0AH0M
PIPETTERS	PAY2PEH1TER0Z
HERBERG	HHER1BER0G
KITMAN	KIH1TMAH0N
ALDERSON(1)	AE1LDER0SAH0N
LAATSCH	LAA1CH
SIERRA'S	SIY0EH1RAH0Z
SCHICK	SHIH1K
TRENDING	TREH1NDIH0NG
LOIN	LOY1N
CRUSH	KRAH1SH
